# t x1 v1 x2 v2 E_kin E_pot E_tot
2.12000 -0.06073 -0.08332 0.06073 0.08332 0.00694 0.00406 0.01100
2.13000 -0.06156 -0.08265 0.06156 0.08265 0.00683 0.00417 0.01100
2.14000 -0.06238 -0.08197 0.06238 0.08197 0.00672 0.00428 0.01100
2.15000 -0.06320 -0.08128 0.06320 0.08128 0.00661 0.00439 0.01100
2.16000 -0.06401 -0.08058 0.06401 0.08058 0.00649 0.00451 0.01100
2.17000 -0.06481 -0.07987 0.06481 0.07987 0.00638 0.00462 0.01100
2.18000 -0.06561 -0.07915 0.06561 0.07915 0.00627 0.00473 0.01100
2.19000 -0.06640 -0.07843 0.06640 0.07843 0.00615 0.00485 0.01100
2.20000 -0.06718 -0.07769 0.06718 0.07769 0.00604 0.00496 0.01100
2.21000 -0.06795 -0.07695 0.06795 0.07695 0.00592 0.00508 0.01100
2.22000 -0.06872 -0.07620 0.06872 0.07620 0.00581 0.00519 0.01100
2.23000 -0.06947 -0.07544 0.06947 0.07544 0.00569 0.00531 0.01100
2.24000 -0.07022 -0.07467 0.07022 0.07467 0.00558 0.00542 0.01100
2.25000 -0.07097 -0.07389 0.07097 0.07389 0.00546 0.00554 0.01100
2.26000 -0.07170 -0.07311 0.07170 0.07311 0.00534 0.00566 0.01100
2.27000 -0.07243 -0.07232 0.07243 0.07232 0.00523 0.00577 0.01100
2.28000 -0.07315 -0.07151 0.07315 0.07151 0.00511 0.00589 0.01100
2.29000 -0.07386 -0.07071 0.07386 0.07071 0.00500 0.00600 0.01100
2.30000 -0.07456 -0.06989 0.07456 0.06989 0.00488 0.00612 0.01100
2.31000 -0.07526 -0.06907 0.07526 0.06907 0.00477 0.00623 0.01100
2.32000 -0.07594 -0.06823 0.07594 0.06823 0.00466 0.00634 0.01100
2.33000 -0.07662 -0.06739 0.07662 0.06739 0.00454 0.00646 0.01100
2.34000 -0.07729 -0.06655 0.07729 0.06655 0.00443 0.00657 0.01100
2.35000 -0.07795 -0.06569 0.07795 0.06569 0.00432 0.00668 0.01100
2.36000 -0.07860 -0.06483 0.07860 0.06483 0.00420 0.00680 0.01100
2.37000 -0.07925 -0.06397 0.07925 0.06397 0.00409 0.00691 0.01100
2.38000 -0.07988 -0.06309 0.07988 0.06309 0.00398 0.00702 0.01100
2.39000 -0.08051 -0.06221 0.08051 0.06221 0.00387 0.00713 0.01100
2.40000 -0.08113 -0.06132 0.08113 0.06132 0.00376 0.00724 0.01100
2.41000 -0.08174 -0.06042 0.08174 0.06042 0.00365 0.00735 0.01100
2.42000 -0.08234 -0.05952 0.08234 0.05952 0.00354 0.00746 0.01100
2.43000 -0.08293 -0.05861 0.08293 0.05861 0.00344 0.00756 0.01100
2.44000 -0.08351 -0.05770 0.08351 0.05770 0.00333 0.00767 0.01100
2.45000 -0.08408 -0.05677 0.08408 0.05677 0.00322 0.00778 0.01100
2.46000 -0.08464 -0.05585 0.08464 0.05585 0.00312 0.00788 0.01100
2.47000 -0.08520 -0.05491 0.08520 0.05491 0.00302 0.00798 0.01100
2.48000 -0.08574 -0.05397 0.08574 0.05397 0.00291 0.00809 0.01100
2.49000 -0.08628 -0.05303 0.08628 0.05303 0.00281 0.00819 0.01100
2.50000 -0.08680 -0.05207 0.08680 0.05207 0.00271 0.00829 0.01100
2.51000 -0.08732 -0.05112 0.08732 0.05112 0.00261 0.00839 0.01100
2.52000 -0.08783 -0.05015 0.08783 0.05015 0.00252 0.00848 0.01100
2.53000 -0.08832 -0.04918 0.08832 0.04918 0.00242 0.00858 0.01100
2.54000 -0.08881 -0.04821 0.08881 0.04821 0.00232 0.00868 0.01100
2.55000 -0.08929 -0.04723 0.08929 0.04723 0.00223 0.00877 0.01100
2.56000 -0.08975 -0.04625 0.08975 0.04625 0.00214 0.00886 0.01100
2.57000 -0.09021 -0.04526 0.09021 0.04526 0.00205 0.00895 0.01100
2.58000 -0.09066 -0.04426 0.09066 0.04426 0.00196 0.00904 0.01100
2.59000 -0.09110 -0.04326 0.09110 0.04326 0.00187 0.00913 0.01100
2.60000 -0.09152 -0.04226 0.09152 0.04226 0.00179 0.00921 0.01100
2.61000 -0.09194 -0.04125 0.09194 0.04125 0.00170 0.00930 0.01100
2.62000 -0.09235 -0.04023 0.09235 0.04023 0.00162 0.00938 0.01100
2.63000 -0.09275 -0.03922 0.09275 0.03922 0.00154 0.00946 0.01100
2.64000 -0.09313 -0.03819 0.09313 0.03819 0.00146 0.00954 0.01100
2.65000 -0.09351 -0.03717 0.09351 0.03717 0.00138 0.00962 0.01100
2.66000 -0.09388 -0.03614 0.09388 0.03614 0.00131 0.00969 0.01100
2.67000 -0.09423 -0.03510 0.09423 0.03510 0.00123 0.00977 0.01100
2.68000 -0.09458 -0.03406 0.09458 0.03406 0.00116 0.00984 0.01100
2.69000 -0.09491 -0.03302 0.09491 0.03302 0.00109 0.00991 0.01100
2.70000 -0.09524 -0.03198 0.09524 0.03198 0.00102 0.00998 0.01100
2.71000 -0.09555 -0.03093 0.09555 0.03093 0.00096 0.01004 0.01100
2.72000 -0.09586 -0.02987 0.09586 0.02987 0.00089 0.01011 0.01100
2.73000 -0.09615 -0.02882 0.09615 0.02882 0.00083 0.01017 0.01100
2.74000 -0.09643 -0.02776 0.09643 0.02776 0.00077 0.01023 0.01100
2.75000 -0.09671 -0.02670 0.09671 0.02670 0.00071 0.01029 0.01100
2.76000 -0.09697 -0.02563 0.09697 0.02563 0.00066 0.01034 0.01100
2.77000 -0.09722 -0.02456 0.09722 0.02456 0.00060 0.01040 0.01100
2.78000 -0.09746 -0.02349 0.09746 0.02349 0.00055 0.01045 0.01100
2.79000 -0.09769 -0.02242 0.09769 0.02242 0.00050 0.01050 0.01100
2.80000 -0.09791 -0.02134 0.09791 0.02134 0.00046 0.01054 0.01100
2.81000 -0.09812 -0.02026 0.09812 0.02026 0.00041 0.01059 0.01100
2.82000 -0.09831 -0.01918 0.09831 0.01918 0.00037 0.01063 0.01100
2.83000 -0.09850 -0.01810 0.09850 0.01810 0.00033 0.01067 0.01100
2.84000 -0.09867 -0.01702 0.09867 0.01702 0.00029 0.01071 0.01100
2.85000 -0.09884 -0.01593 0.09884 0.01593 0.00025 0.01075 0.01100
2.86000 -0.09899 -0.01484 0.09899 0.01484 0.00022 0.01078 0.01100
2.87000 -0.09914 -0.01375 0.09914 0.01375 0.00019 0.01081 0.01100
2.88000 -0.09927 -0.01266 0.09927 0.01266 0.00016 0.01084 0.01100
2.89000 -0.09939 -0.01157 0.09939 0.01157 0.00013 0.01087 0.01100
2.90000 -0.09950 -0.01048 0.09950 0.01048 0.00011 0.01089 0.01100
2.91000 -0.09960 -0.00938 0.09960 0.00938 0.00009 0.01091 0.01100
